,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_degree,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
38,330.09069476127627,65.73843207359315,0.3474296799224054,0.3474297231493747,10,3,0.001,poly,"{'C': 10, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.2223917116539538,0.12095680956694156,0.00043895346653290753,0.00010976178482193365
39,330.79980664253236,65.68687305450439,0.3474296799224054,0.3474297231493747,10,3,0.0001,poly,"{'C': 10, 'degree': 3, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.5011776279508207,0.23885709179754783,0.00043895346653290753,0.00010976178482193365
40,332.33698410987853,65.88908419609069,0.3474296799224054,0.3474297231493747,10,4,0.001,poly,"{'C': 10, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.549445585087033,0.401711092986767,0.00043895346653290753,0.00010976178482193365
41,330.51055998802184,64.71035361289978,0.3474296799224054,0.3474297231493747,10,4,0.0001,poly,"{'C': 10, 'degree': 4, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.2652425901896267,0.1598198114551342,0.00043895346653290753,0.00010976178482193365
42,329.384866809845,64.93990082740784,0.3474296799224054,0.3474297231493747,10,5,0.001,poly,"{'C': 10, 'degree': 5, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.699310411808384,0.1479929784161342,0.00043895346653290753,0.00010976178482193365
43,329.4385229110718,64.61794295310975,0.3474296799224054,0.3474297231493747,10,5,0.0001,poly,"{'C': 10, 'degree': 5, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,0.6789794243467904,0.16516178930919248,0.00043895346653290753,0.00010976178482193365
44,329.0046902179718,64.47941808700561,0.3474296799224054,0.3474297231493747,10,6,0.001,poly,"{'C': 10, 'degree': 6, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.7344809440682305,0.18833121883390327,0.00043895346653290753,0.00010976178482193365
45,326.35707273483274,64.57659406661988,0.3474296799224054,0.3474297231493747,10,6,0.0001,poly,"{'C': 10, 'degree': 6, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.0936470761337358,0.3009580729007019,0.00043895346653290753,0.00010976178482193365
46,326.6362014293671,65.02423396110535,0.3474296799224054,0.3474297231493747,10,7,0.001,poly,"{'C': 10, 'degree': 7, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.4480203153828788,0.35545515781605314,0.00043895346653290753,0.00010976178482193365
47,319.3117308616638,63.342298412323,0.3474296799224054,0.3474297231493747,10,7,0.0001,poly,"{'C': 10, 'degree': 7, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,10.09224997372738,1.4841411442083188,0.00043895346653290753,0.00010976178482193365
48,393.75674095153806,69.657293176651,0.35286129970902036,0.35454288384251464,100,1,0.001,poly,"{'C': 100, 'degree': 1, 'gamma': 0.001, 'kernel': 'poly'}",7,0.3512903225806452,0.35551961180752123,0.35292218275750725,0.3565653298835705,0.3521992238033635,0.3533500363695143,0.3511326860841424,0.35305050505050506,0.35677252106286456,0.35422893610146217,2.8298458318834654,0.4847254207591818,0.00205736272577138,0.0013261167552974823
49,393.9616263866425,68.71072964668274,0.3474296799224054,0.3474297231493747,100,1,0.0001,poly,"{'C': 100, 'degree': 1, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.75366745090974,0.26983556174130974,0.00043895346653290753,0.00010976178482193365
50,313.5719555854797,64.28262090682983,0.3474296799224054,0.3474297231493747,100,2,0.001,poly,"{'C': 100, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.022765533811157,0.26391435062713825,0.00043895346653290753,0.00010976178482193365
51,312.31707963943484,64.22744588851928,0.3474296799224054,0.3474297231493747,100,2,0.0001,poly,"{'C': 100, 'degree': 2, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.0432989966688075,0.38567257839341196,0.00043895346653290753,0.00010976178482193365
52,307.8355446815491,63.36901559829712,0.3474296799224054,0.3474297231493747,100,3,0.001,poly,"{'C': 100, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,3.320867961231749,0.25802836309450544,0.00043895346653290753,0.00010976178482193365
53,317.2837852478027,64.73358516693115,0.3474296799224054,0.3474297231493747,100,3,0.0001,poly,"{'C': 100, 'degree': 3, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,5.6740351139911205,0.6744277498606257,0.00043895346653290753,0.00010976178482193365
54,320.91885137557983,65.26036224365234,0.3474296799224054,0.3474297231493747,100,4,0.001,poly,"{'C': 100, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,0.8826943426969152,0.6811686755227911,0.00043895346653290753,0.00010976178482193365
55,322.8232781410217,65.06586699485779,0.3474296799224054,0.3474297231493747,100,4,0.0001,poly,"{'C': 100, 'degree': 4, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.1547199923737583,0.3023305303566809,0.00043895346653290753,0.00010976178482193365
56,317.68756461143494,64.80055313110351,0.3474296799224054,0.3474297231493747,100,5,0.001,poly,"{'C': 100, 'degree': 5, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.9871881458112166,0.6549268999570633,0.00043895346653290753,0.00010976178482193365
57,315.9352289676666,63.15436019897461,0.3474296799224054,0.3474297231493747,100,5,0.0001,poly,"{'C': 100, 'degree': 5, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.6046809792334624,0.31091956377967955,0.00043895346653290753,0.00010976178482193365
58,315.38152890205384,63.171206426620486,0.3474296799224054,0.3474297231493747,100,6,0.001,poly,"{'C': 100, 'degree': 6, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,6.077970304028017,0.3694561658173988,0.00043895346653290753,0.00010976178482193365
59,323.23143434524536,63.84235596656799,0.3474296799224054,0.3474297231493747,100,6,0.0001,poly,"{'C': 100, 'degree': 6, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.014032086568683,0.2540572052715138,0.00043895346653290753,0.00010976178482193365
60,322.63399748802186,63.88358392715454,0.3474296799224054,0.3474297231493747,100,7,0.001,poly,"{'C': 100, 'degree': 7, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,0.7827125065516284,0.33100886673684227,0.00043895346653290753,0.00010976178482193365
61,318.313156414032,64.12297015190124,0.3474296799224054,0.3474297231493747,100,7,0.0001,poly,"{'C': 100, 'degree': 7, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,3.7365190575741627,0.45965183978807844,0.00043895346653290753,0.00010976178482193365
62,364.52671403884887,69.71151313781738,0.40879405108309086,0.4821703775058853,1000,1,0.001,poly,"{'C': 1000, 'degree': 1, 'gamma': 0.001, 'kernel': 'poly'}",1,0.40096774193548385,0.48281439547108773,0.4045850823377462,0.4891655886157827,0.40588615782664944,0.4789460922977451,0.4184466019417476,0.4804040404040404,0.4141283214517174,0.4795217707407707,6.743178830563506,0.17082531920917088,0.006466105245535151,0.0037384172391142175
63,399.2173313140869,70.04531774520873,0.35286129970902036,0.35454288384251464,1000,1,0.0001,poly,"{'C': 1000, 'degree': 1, 'gamma': 0.0001, 'kernel': 'poly'}",7,0.3512903225806452,0.35551961180752123,0.35292218275750725,0.3565653298835705,0.3521992238033635,0.3533500363695143,0.3511326860841424,0.35305050505050506,0.35677252106286456,0.35422893610146217,4.869033627781611,0.45029069227123747,0.00205736272577138,0.0013261167552974823
64,363.1339430332184,68.74919748306274,0.3474296799224054,0.3474297231493747,1000,2,0.001,poly,"{'C': 1000, 'degree': 2, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,4.1248089487789725,0.3887988965359163,0.00043895346653290753,0.00010976178482193365
65,315.6692506790161,64.48272333145141,0.3474296799224054,0.3474297231493747,1000,2,0.0001,poly,"{'C': 1000, 'degree': 2, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,5.604425239210778,0.7361590885175743,0.00043895346653290753,0.00010976178482193365
66,309.6648977279663,63.950710725784305,0.3474296799224054,0.3474297231493747,1000,3,0.001,poly,"{'C': 1000, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,3.17267114326998,0.5253437592871263,0.00043895346653290753,0.00010976178482193365
67,305.6224902153015,63.46977324485779,0.3474296799224054,0.3474297231493747,1000,3,0.0001,poly,"{'C': 1000, 'degree': 3, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,0.5318826860593396,0.2716878839279596,0.00043895346653290753,0.00010976178482193365
68,306.85431776046755,63.45019183158875,0.3474296799224054,0.3474297231493747,1000,4,0.001,poly,"{'C': 1000, 'degree': 4, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.006801054019642,0.5198467165593444,0.00043895346653290753,0.00010976178482193365
69,303.3718943119049,63.48588647842407,0.3474296799224054,0.3474297231493747,1000,4,0.0001,poly,"{'C': 1000, 'degree': 4, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,1.6378260086067309,0.2752162035277855,0.00043895346653290753,0.00010976178482193365
70,305.1188374996185,63.62472100257874,0.3474296799224054,0.3474297231493747,1000,5,0.001,poly,"{'C': 1000, 'degree': 5, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.816688052508057,0.3275417895891664,0.00043895346653290753,0.00010976178482193365
71,303.8550893783569,62.197910737991336,0.3474296799224054,0.3474297231493747,1000,5,0.0001,poly,"{'C': 1000, 'degree': 5, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.9826398764459903,0.32407994765846526,0.00043895346653290753,0.00010976178482193365
72,307.67582511901855,62.49624624252319,0.3474296799224054,0.3474297231493747,1000,6,0.001,poly,"{'C': 1000, 'degree': 6, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,3.4209733190460008,0.44632690287446924,0.00043895346653290753,0.00010976178482193365
73,312.3929442882538,62.76806087493897,0.3474296799224054,0.3474297231493747,1000,6,0.0001,poly,"{'C': 1000, 'degree': 6, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,2.368154244259839,0.13143401643893804,0.00043895346653290753,0.00010976178482193365
74,306.78947401046753,62.52259278297424,0.3474296799224054,0.3474297231493747,1000,7,0.001,poly,"{'C': 1000, 'degree': 7, 'gamma': 0.001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,3.1633394221947095,0.27937711715257196,0.00043895346653290753,0.00010976178482193365
75,316.6067801952362,63.53928542137146,0.3474296799224054,0.3474297231493747,1000,7,0.0001,poly,"{'C': 1000, 'degree': 7, 'gamma': 0.0001, 'kernel': 'poly'}",11,0.3467741935483871,0.3475940153659523,0.3471101065547304,0.34750970245795604,0.3476714100905563,0.3473692718015033,0.34757281553398056,0.3473939393939394,0.3480233311730395,0.3472816867275224,6.832944365288627,0.5541761059943509,0.00043895346653290753,0.00010976178482193365
